"","title_c","sum_c","score_c"
"760","하루와 모레","일상 이야기 :)","9.68"
"761","올어바웃 You","봉카의 외노자인생","9.87"
"762","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"763","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"764","외국 in 한국","영국인의한국생활","9.87"
"765","중딩툰","중딩이 그리는 웹툰","9.46"
"766","파리스의 선택","그리스 신화 회귀물","9.93"
"767","아옹아옹","두식이 냥육일기","9.92"
"768","A - STUDENT(모범생)","사악한 본성","9.83"
"769","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"770","홈 스윗 홈","네식구 사는 이야기","9.85"
"771","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"772","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"773","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"774","선선한 이야기","프리랜선선","9.68"
"775","일상견문록","다른나라 일상이야기","9.85"
"776","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"777","카나와 초나의 독일","독일 유학 생존기","9.89"
"778","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"779","다 이아리","데이트폭력에 관하여","9.84"
"780","식인귀","괴물이 보인다","9.77"
"781","저승파견고용직","기묘한 만화","9.92"
"782","검은 늑대","검은 늑대","9.87"
"783","제목이 7080 만화","7080 이야기","9.90"
"784","하루와 모레","일상 이야기 :)","9.68"
"785","올어바웃 You","봉카의 외노자인생","9.87"
"786","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"787","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"788","외국 in 한국","영국인의한국생활","9.87"
"789","중딩툰","중딩이 그리는 웹툰","9.46"
"790","파리스의 선택","그리스 신화 회귀물","9.93"
"791","아옹아옹","두식이 냥육일기","9.92"
"792","A - STUDENT(모범생)","사악한 본성","9.83"
"793","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"794","홈 스윗 홈","네식구 사는 이야기","9.85"
"795","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"796","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"797","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"798","선선한 이야기","프리랜선선","9.68"
"799","일상견문록","다른나라 일상이야기","9.85"
"800","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"801","카나와 초나의 독일","독일 유학 생존기","9.89"
"802","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"803","다 이아리","데이트폭력에 관하여","9.84"
"804","식인귀","괴물이 보인다","9.77"
"805","저승파견고용직","기묘한 만화","9.92"
"806","검은 늑대","검은 늑대","9.87"
"807","제목이 7080 만화","7080 이야기","9.90"
"808","하루와 모레","일상 이야기 :)","9.68"
"809","올어바웃 You","봉카의 외노자인생","9.87"
"810","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"811","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"812","외국 in 한국","영국인의한국생활","9.87"
"813","중딩툰","중딩이 그리는 웹툰","9.46"
"814","파리스의 선택","그리스 신화 회귀물","9.93"
"815","아옹아옹","두식이 냥육일기","9.92"
"816","A - STUDENT(모범생)","사악한 본성","9.83"
"817","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"818","홈 스윗 홈","네식구 사는 이야기","9.85"
"819","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"820","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"821","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"822","선선한 이야기","프리랜선선","9.68"
"823","일상견문록","다른나라 일상이야기","9.85"
"824","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"825","카나와 초나의 독일","독일 유학 생존기","9.89"
"826","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"827","다 이아리","데이트폭력에 관하여","9.84"
"828","식인귀","괴물이 보인다","9.77"
"829","저승파견고용직","기묘한 만화","9.92"
"830","검은 늑대","검은 늑대","9.87"
"831","제목이 7080 만화","7080 이야기","9.90"
"832","하루와 모레","일상 이야기 :)","9.68"
"833","올어바웃 You","봉카의 외노자인생","9.87"
"834","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"835","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"836","외국 in 한국","영국인의한국생활","9.87"
"837","중딩툰","중딩이 그리는 웹툰","9.46"
"838","파리스의 선택","그리스 신화 회귀물","9.93"
"839","아옹아옹","두식이 냥육일기","9.92"
"840","A - STUDENT(모범생)","사악한 본성","9.83"
"841","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"842","홈 스윗 홈","네식구 사는 이야기","9.85"
"843","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"844","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"845","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"846","선선한 이야기","프리랜선선","9.68"
"847","일상견문록","다른나라 일상이야기","9.85"
"848","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"849","카나와 초나의 독일","독일 유학 생존기","9.89"
"850","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"851","다 이아리","데이트폭력에 관하여","9.84"
"852","식인귀","괴물이 보인다","9.77"
"853","저승파견고용직","기묘한 만화","9.92"
"854","검은 늑대","검은 늑대","9.87"
"855","제목이 7080 만화","7080 이야기","9.90"
"856","하루와 모레","일상 이야기 :)","9.68"
"857","올어바웃 You","봉카의 외노자인생","9.87"
"858","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"859","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"860","외국 in 한국","영국인의한국생활","9.87"
"861","중딩툰","중딩이 그리는 웹툰","9.46"
"862","파리스의 선택","그리스 신화 회귀물","9.93"
"863","아옹아옹","두식이 냥육일기","9.92"
"864","A - STUDENT(모범생)","사악한 본성","9.83"
"865","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"866","홈 스윗 홈","네식구 사는 이야기","9.85"
"867","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"868","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"869","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"870","선선한 이야기","프리랜선선","9.68"
"871","일상견문록","다른나라 일상이야기","9.85"
"872","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"873","카나와 초나의 독일","독일 유학 생존기","9.89"
"874","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"875","다 이아리","데이트폭력에 관하여","9.84"
"876","식인귀","괴물이 보인다","9.77"
"877","저승파견고용직","기묘한 만화","9.92"
"878","검은 늑대","검은 늑대","9.87"
"879","제목이 7080 만화","7080 이야기","9.90"
"880","하루와 모레","일상 이야기 :)","9.68"
"881","올어바웃 You","봉카의 외노자인생","9.87"
"882","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"883","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"884","외국 in 한국","영국인의한국생활","9.87"
"885","중딩툰","중딩이 그리는 웹툰","9.46"
"886","파리스의 선택","그리스 신화 회귀물","9.93"
"887","아옹아옹","두식이 냥육일기","9.92"
"888","A - STUDENT(모범생)","사악한 본성","9.83"
"889","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"890","홈 스윗 홈","네식구 사는 이야기","9.85"
"891","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"892","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"893","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"894","선선한 이야기","프리랜선선","9.68"
"895","일상견문록","다른나라 일상이야기","9.85"
"896","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"897","카나와 초나의 독일","독일 유학 생존기","9.89"
"898","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"899","다 이아리","데이트폭력에 관하여","9.84"
"900","식인귀","괴물이 보인다","9.77"
"901","저승파견고용직","기묘한 만화","9.92"
"902","검은 늑대","검은 늑대","9.87"
"903","제목이 7080 만화","7080 이야기","9.90"
"904","하루와 모레","일상 이야기 :)","9.68"
"905","올어바웃 You","봉카의 외노자인생","9.87"
"906","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"907","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"908","외국 in 한국","영국인의한국생활","9.87"
"909","중딩툰","중딩이 그리는 웹툰","9.46"
"910","파리스의 선택","그리스 신화 회귀물","9.93"
"911","아옹아옹","두식이 냥육일기","9.92"
"912","A - STUDENT(모범생)","사악한 본성","9.83"
"913","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"914","홈 스윗 홈","네식구 사는 이야기","9.85"
"915","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"916","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"917","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"918","선선한 이야기","프리랜선선","9.68"
"919","일상견문록","다른나라 일상이야기","9.85"
"920","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"921","카나와 초나의 독일","독일 유학 생존기","9.89"
"922","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"923","다 이아리","데이트폭력에 관하여","9.84"
"924","식인귀","괴물이 보인다","9.77"
"925","저승파견고용직","기묘한 만화","9.92"
"926","검은 늑대","검은 늑대","9.87"
"927","제목이 7080 만화","7080 이야기","9.90"
"928","하루와 모레","일상 이야기 :)","9.68"
"929","올어바웃 You","봉카의 외노자인생","9.87"
"930","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"931","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"932","외국 in 한국","영국인의한국생활","9.87"
"933","중딩툰","중딩이 그리는 웹툰","9.46"
"934","파리스의 선택","그리스 신화 회귀물","9.93"
"935","아옹아옹","두식이 냥육일기","9.92"
"936","A - STUDENT(모범생)","사악한 본성","9.83"
"937","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"938","홈 스윗 홈","네식구 사는 이야기","9.85"
"939","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"940","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"941","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"942","선선한 이야기","프리랜선선","9.68"
"943","일상견문록","다른나라 일상이야기","9.85"
"944","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"945","카나와 초나의 독일","독일 유학 생존기","9.89"
"946","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"947","다 이아리","데이트폭력에 관하여","9.84"
"948","식인귀","괴물이 보인다","9.77"
"949","저승파견고용직","기묘한 만화","9.92"
"950","검은 늑대","검은 늑대","9.87"
"951","제목이 7080 만화","7080 이야기","9.90"
"952","하루와 모레","일상 이야기 :)","9.68"
"953","올어바웃 You","봉카의 외노자인생","9.87"
"954","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"955","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"956","외국 in 한국","영국인의한국생활","9.87"
"957","중딩툰","중딩이 그리는 웹툰","9.46"
"958","파리스의 선택","그리스 신화 회귀물","9.93"
"959","아옹아옹","두식이 냥육일기","9.92"
"960","A - STUDENT(모범생)","사악한 본성","9.83"
"961","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"962","홈 스윗 홈","네식구 사는 이야기","9.85"
"963","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"964","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"965","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"966","선선한 이야기","프리랜선선","9.68"
"967","일상견문록","다른나라 일상이야기","9.85"
"968","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"969","카나와 초나의 독일","독일 유학 생존기","9.89"
"970","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"971","다 이아리","데이트폭력에 관하여","9.84"
"972","식인귀","괴물이 보인다","9.77"
"973","저승파견고용직","기묘한 만화","9.92"
"974","검은 늑대","검은 늑대","9.87"
"975","제목이 7080 만화","7080 이야기","9.90"
"976","하루와 모레","일상 이야기 :)","9.68"
"977","올어바웃 You","봉카의 외노자인생","9.87"
"978","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"979","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"980","외국 in 한국","영국인의한국생활","9.87"
"981","중딩툰","중딩이 그리는 웹툰","9.46"
"982","파리스의 선택","그리스 신화 회귀물","9.93"
"983","아옹아옹","두식이 냥육일기","9.92"
"984","A - STUDENT(모범생)","사악한 본성","9.83"
"985","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"986","홈 스윗 홈","네식구 사는 이야기","9.85"
"987","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"988","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"989","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"990","선선한 이야기","프리랜선선","9.68"
"991","일상견문록","다른나라 일상이야기","9.85"
"992","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"993","카나와 초나의 독일","독일 유학 생존기","9.89"
"994","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"995","다 이아리","데이트폭력에 관하여","9.84"
"996","식인귀","괴물이 보인다","9.77"
"997","저승파견고용직","기묘한 만화","9.92"
"998","검은 늑대","검은 늑대","9.87"
"999","제목이 7080 만화","7080 이야기","9.90"
"1000","하루와 모레","일상 이야기 :)","9.68"
"1001","올어바웃 You","봉카의 외노자인생","9.87"
"1002","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1003","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1004","외국 in 한국","영국인의한국생활","9.87"
"1005","중딩툰","중딩이 그리는 웹툰","9.46"
"1006","파리스의 선택","그리스 신화 회귀물","9.93"
"1007","아옹아옹","두식이 냥육일기","9.92"
"1008","A - STUDENT(모범생)","사악한 본성","9.83"
"1009","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1010","홈 스윗 홈","네식구 사는 이야기","9.85"
"1011","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1012","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1013","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1014","선선한 이야기","프리랜선선","9.68"
"1015","일상견문록","다른나라 일상이야기","9.85"
"1016","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1017","카나와 초나의 독일","독일 유학 생존기","9.89"
"1018","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1019","다 이아리","데이트폭력에 관하여","9.84"
"1020","식인귀","괴물이 보인다","9.77"
"1021","저승파견고용직","기묘한 만화","9.92"
"1022","검은 늑대","검은 늑대","9.87"
"1023","제목이 7080 만화","7080 이야기","9.90"
"1024","하루와 모레","일상 이야기 :)","9.68"
"1025","올어바웃 You","봉카의 외노자인생","9.87"
"1026","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1027","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1028","외국 in 한국","영국인의한국생활","9.87"
"1029","중딩툰","중딩이 그리는 웹툰","9.46"
"1030","파리스의 선택","그리스 신화 회귀물","9.93"
"1031","아옹아옹","두식이 냥육일기","9.92"
"1032","A - STUDENT(모범생)","사악한 본성","9.83"
"1033","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1034","홈 스윗 홈","네식구 사는 이야기","9.85"
"1035","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1036","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1037","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1038","선선한 이야기","프리랜선선","9.68"
"1039","일상견문록","다른나라 일상이야기","9.85"
"1040","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1041","카나와 초나의 독일","독일 유학 생존기","9.89"
"1042","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1043","다 이아리","데이트폭력에 관하여","9.84"
"1044","식인귀","괴물이 보인다","9.77"
"1045","저승파견고용직","기묘한 만화","9.92"
"1046","검은 늑대","검은 늑대","9.87"
"1047","제목이 7080 만화","7080 이야기","9.90"
"1048","하루와 모레","일상 이야기 :)","9.68"
"1049","올어바웃 You","봉카의 외노자인생","9.87"
"1050","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1051","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1052","외국 in 한국","영국인의한국생활","9.87"
"1053","중딩툰","중딩이 그리는 웹툰","9.46"
"1054","파리스의 선택","그리스 신화 회귀물","9.93"
"1055","아옹아옹","두식이 냥육일기","9.92"
"1056","A - STUDENT(모범생)","사악한 본성","9.83"
"1057","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1058","홈 스윗 홈","네식구 사는 이야기","9.85"
"1059","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1060","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1061","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1062","선선한 이야기","프리랜선선","9.68"
"1063","일상견문록","다른나라 일상이야기","9.85"
"1064","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1065","카나와 초나의 독일","독일 유학 생존기","9.89"
"1066","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1067","다 이아리","데이트폭력에 관하여","9.84"
"1068","식인귀","괴물이 보인다","9.77"
"1069","저승파견고용직","기묘한 만화","9.92"
"1070","검은 늑대","검은 늑대","9.87"
"1071","제목이 7080 만화","7080 이야기","9.90"
"1072","하루와 모레","일상 이야기 :)","9.68"
"1073","올어바웃 You","봉카의 외노자인생","9.87"
"1074","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1075","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1076","외국 in 한국","영국인의한국생활","9.87"
"1077","중딩툰","중딩이 그리는 웹툰","9.46"
"1078","파리스의 선택","그리스 신화 회귀물","9.93"
"1079","아옹아옹","두식이 냥육일기","9.92"
"1080","A - STUDENT(모범생)","사악한 본성","9.83"
"1081","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1082","홈 스윗 홈","네식구 사는 이야기","9.85"
"1083","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1084","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1085","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1086","선선한 이야기","프리랜선선","9.68"
"1087","일상견문록","다른나라 일상이야기","9.85"
"1088","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1089","카나와 초나의 독일","독일 유학 생존기","9.89"
"1090","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1091","다 이아리","데이트폭력에 관하여","9.84"
"1092","식인귀","괴물이 보인다","9.77"
"1093","저승파견고용직","기묘한 만화","9.92"
"1094","검은 늑대","검은 늑대","9.87"
"1095","제목이 7080 만화","7080 이야기","9.90"
"1096","하루와 모레","일상 이야기 :)","9.68"
"1097","올어바웃 You","봉카의 외노자인생","9.87"
"1098","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1099","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1100","외국 in 한국","영국인의한국생활","9.87"
"1101","중딩툰","중딩이 그리는 웹툰","9.46"
"1102","파리스의 선택","그리스 신화 회귀물","9.93"
"1103","아옹아옹","두식이 냥육일기","9.92"
"1104","A - STUDENT(모범생)","사악한 본성","9.83"
"1105","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1106","홈 스윗 홈","네식구 사는 이야기","9.85"
"1107","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1108","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1109","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1110","선선한 이야기","프리랜선선","9.68"
"1111","일상견문록","다른나라 일상이야기","9.85"
"1112","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1113","카나와 초나의 독일","독일 유학 생존기","9.89"
"1114","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1115","다 이아리","데이트폭력에 관하여","9.84"
"1116","식인귀","괴물이 보인다","9.77"
"1117","저승파견고용직","기묘한 만화","9.92"
"1118","검은 늑대","검은 늑대","9.87"
"1119","제목이 7080 만화","7080 이야기","9.90"
"1120","하루와 모레","일상 이야기 :)","9.68"
"1121","올어바웃 You","봉카의 외노자인생","9.87"
"1122","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1123","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1124","외국 in 한국","영국인의한국생활","9.87"
"1125","중딩툰","중딩이 그리는 웹툰","9.46"
"1126","파리스의 선택","그리스 신화 회귀물","9.93"
"1127","아옹아옹","두식이 냥육일기","9.92"
"1128","A - STUDENT(모범생)","사악한 본성","9.83"
"1129","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1130","홈 스윗 홈","네식구 사는 이야기","9.85"
"1131","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1132","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1133","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1134","선선한 이야기","프리랜선선","9.68"
"1135","일상견문록","다른나라 일상이야기","9.85"
"1136","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1137","카나와 초나의 독일","독일 유학 생존기","9.89"
"1138","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1139","다 이아리","데이트폭력에 관하여","9.84"
"1140","식인귀","괴물이 보인다","9.77"
"1141","저승파견고용직","기묘한 만화","9.92"
"1142","검은 늑대","검은 늑대","9.87"
"1143","제목이 7080 만화","7080 이야기","9.90"
